departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
CESAR,20,VALLEDUPAR,"20,001",Rural,Carretera Entre La Mina Y Patillal,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.447261,-73.246566,Accidente por MAP,"(10.447261, -73.246566)",Actividades fuerza pública
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Corregimiento Combia Vereda El Cabuyal,"2,008",1,Menor de 18 años,no,Civil,Muerto,Femenino,3.493822,-76.352141,Accidente por MAP,"(3.493822, -76.352141)","Pasando, estando cerca"
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Corregimiento Combia Vereda El Cabuyal,"2,008",1,Mayor de 18 años,no,Civil,Muerto,Femenino,3.493822,-76.352141,Accidente por MAP,"(3.493822, -76.352141)","Pasando, estando cerca"
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Sin Información,"1,998",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.864722,-76.516667,Accidente por MAP,"(7.864722, -76.516667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Sin Información,"2,005",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.133889,-73.758889,Accidente por MAP,"(3.133889, -73.758889)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda Morichal,"2,004",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.989722,-73.736667,Accidente por MAP,"(1.989722, -73.736667)",Fuerza pública
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Carretera Yarumal,"2,001",12,Mayor de 18 años,no,Civil,Muerto,Femenino,6.979151,-75.296386,Accidente por MAP,"(6.979151, -75.296386)",Sin Información
ANTIOQUIA,5,CARAMANTA,"5,145",Rural,Vereda Mesetas,"2,003",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.5487,-75.643951,Accidente por MAP,"(5.5487, -75.643951)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda El Aguacate,"2,004",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.945556,-75.073333,Accidente por MAP,"(5.945556, -75.073333)",Fuerza pública
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda El Aguacate,"2,004",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.945556,-75.073333,Accidente por MAP,"(5.945556, -75.073333)",Fuerza pública
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Barrio Pedregal,"2,006",7,Mayor de 18 años,no,Civil,Herido,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Manipulación
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Barrio Pedregal,"2,006",7,Mayor de 18 años,no,Civil,Herido,Femenino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Cuidado de animales
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Barrio Pedregal,"2,006",7,Mayor de 18 años,no,Civil,Muerto,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Manipulación
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Peñón De Las Hermosas,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.197458,-75.643224,Accidente por MAP,"(3.197458, -75.643224)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Abisinia,"2,005",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.770556,-75.015556,Accidente por MAP,"(2.770556, -75.015556)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Abisinia,"2,005",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.770556,-75.015556,Accidente por MAP,"(2.770556, -75.015556)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Abisinia,"2,005",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.770556,-75.015556,Accidente por MAP,"(2.770556, -75.015556)",Fuerza pública
ARAUCA,81,CRAVO NORTE,"81,220",Rural,Vereda San José,"2,003",5,Menor de 18 años,no,Civil,Herido,Masculino,6.301622,-70.205825,Accidente por MAP,"(6.301622, -70.205825)","Pasando, estando cerca"
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Vereda La Quiteve,"2,003",12,Menor de 18 años,no,Civil,Muerto,Masculino,3.283797,-73.838812,Accidente por MAP,"(3.283797, -73.838812)",Trabajos de casa
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Herido,Masculino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Muerto,Masculino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Herido,Femenino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Mayor de 18 años,no,Civil,Herido,Masculino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Herido,Femenino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Herido,Masculino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
SANTANDER,68,CURITÍ,"68,229",Urbana,Barrio Las Palmas,"2,001",6,Menor de 18 años,no,Civil,Herido,Masculino,6.601369,-73.068617,Accidente por MUSE,"(6.601369, -73.068617)",Sin Información
ANTIOQUIA,5,SAN RAFAEL,"5,667",Rural,Sin Información,"2,005",7,Mayor de 18 años,no,Civil,Herido,Masculino,6.294891,-75.027634,Accidente por MAP,"(6.294891, -75.027634)",Agricultura
META,50,VISTAHERMOSA,"50,711",Rural,Sector Caño Blanco,"2,003",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Fuerza pública
ANTIOQUIA,5,SONSÓN,"5,756",Rural,San Miguel,"2,004",7,Mayor de 18 años,no,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
ANTIOQUIA,5,SONSÓN,"5,756",Rural,San Miguel,"2,004",7,Mayor de 18 años,no,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Caño Cristalino,"2,007",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.686,-74.615,Accidente por MAP,"(2.686, -74.615)",Fuerza pública
ANTIOQUIA,5,ANGOSTURA,"5,038",Rural,Vereda Guantanos,"2,004",8,Mayor de 18 años,no,Civil,Herido,Femenino,6.885866,-75.335458,Accidente por MAP,"(6.885866, -75.335458)","Pasando, estando cerca"
ANTIOQUIA,5,ANGOSTURA,"5,038",Rural,Vereda Guantanos,"2,004",8,Mayor de 18 años,no,Civil,Herido,Masculino,6.885866,-75.335458,Accidente por MAP,"(6.885866, -75.335458)","Pasando, estando cerca"
ANTIOQUIA,5,MEDELLÍN,"5,001",Urbana,Barrio Manrique,"2,002",4,Menor de 18 años,no,Civil,Herido,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Manipulación
META,50,MESETAS,"50,330",Rural,Vereda Cafetales,"2,008",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.181111,-74.124444,Accidente por MAP,"(3.181111, -74.124444)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Flor Amarillo,"2,005",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,Vereda Mondomo,"2,003",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.036983,-76.479644,Accidente por MAP,"(3.036983, -76.479644)",Fuerza pública
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,Vereda Mondomo,"2,003",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.036983,-76.479644,Accidente por MAP,"(3.036983, -76.479644)",Fuerza pública
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,Vereda Mondomo,"2,003",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.036983,-76.479644,Accidente por MAP,"(3.036983, -76.479644)",Fuerza pública
CAUCA,19,SANTANDER DE QUILICHAO,"19,698",Rural,Vereda Mondomo,"2,003",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.036983,-76.479644,Accidente por MAP,"(3.036983, -76.479644)",Fuerza pública
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Secreta En Romería,"2,001",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Secreta En Romería,"2,001",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Secreta En Romería,"2,001",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Secreta En Romería,"2,001",3,Mayor de 18 años,no,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda La Secreta En Romería,"2,001",3,Menor de 18 años,no,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
ANTIOQUIA,5,VALDIVIA,"5,854",Rural,Sin Información,"2,007",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.333056,-75.419444,Accidente por MAP,"(7.333056, -75.419444)",Fuerza pública
PUTUMAYO,86,ORITO,"86,320",Rural,Sin Información,"1,993",8,Mayor de 18 años,no,Civil,Muerto,Masculino,0.664866,-76.869171,Accidente por MUSE,"(0.664866, -76.869171)",Sin Información
PUTUMAYO,86,ORITO,"86,320",Rural,Sin Información,"1,993",8,Mayor de 18 años,no,Civil,Muerto,Masculino,0.664866,-76.869171,Accidente por MUSE,"(0.664866, -76.869171)",Sin Información
ARAUCA,81,TAME,"81,794",Rural,Kilómetro 5 Vía La Cabuya-Tame,"2,007",4,Mayor de 18 años,Indigena,Civil,Herido,Femenino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)","Pasando, estando cerca"
ARAUCA,81,TAME,"81,794",Rural,Kilómetro 5 Vía La Cabuya-Tame,"2,007",4,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)","Pasando, estando cerca"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Cuchilla El Tabor,"2,005",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.265278,-75.097222,Accidente por MAP,"(6.265278, -75.097222)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Sin Información
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,005",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Vereda Las Brisas,"2,003",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Vereda Las Brisas,"2,003",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Papaneme,"2,007",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.225556,-74.4375,Accidente por MAP,"(3.225556, -74.4375)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Papaneme,"2,007",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.225556,-74.4375,Accidente por MAP,"(3.225556, -74.4375)",Fuerza pública
BOLIVAR,13,ARENAL,"13,042",Rural,Sitio Altos Del Pital,"2,007",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.272778,-74.273333,Accidente por MAP,"(8.272778, -74.273333)",Fuerza pública
CALDAS,17,PENSILVANIA,"17,541",Rural,Vereda Vergel Bajo,"2,003",3,Mayor de 18 años,no,Civil,Muerto,Masculino,5.380143,-75.153243,Accidente por MAP,"(5.380143, -75.153243)","Pasando, estando cerca"
META,50,PUERTO RICO,"50,590",Rural,Miravalles,"2,006",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Trabajos de casa
META,50,PUERTO RICO,"50,590",Rural,Miravalles,"2,006",2,Mayor de 18 años,no,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,SANTUARIO,"5,697",Rural,Sin Información,"2,001",12,Menor de 18 años,no,Civil,Herido,Masculino,6.136617,-75.264829,Accidente por MAP,"(6.136617, -75.264829)",Agricultura
ARAUCA,81,TAME,"81,794",Rural,Sin Información,"2,001",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sin Información,"2,001",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Santander,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.165556,-74.413333,Accidente por MAP,"(3.165556, -74.413333)",Fuerza pública
META,50,URIBE,"50,370",Rural,Vereda Santander,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.165556,-74.413333,Accidente por MAP,"(3.165556, -74.413333)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Alto Del Palo,"2,007",11,Mayor de 18 años,no,Civil,Herido,Masculino,3.034582,-76.40794,Accidente por MAP,"(3.034582, -76.40794)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Sin Información,"2,005",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)",Fuerza pública
CASANARE,85,HATO COROZAL,"85,125",Rural,Sector De La Cabuya,"2,007",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.124167,-72.021667,Accidente por MAP,"(6.124167, -72.021667)",Fuerza pública
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda Yarumal,"2,005",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.436667,-75.048889,Accidente por MAP,"(5.436667, -75.048889)",Fuerza pública
CALDAS,17,MARULANDA,"17,446",Rural,Montebonito,"2,006",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.284208,-75.260392,Accidente por MAP,"(5.284208, -75.260392)",Fuerza pública
SUCRE,70,OVEJAS,"70,508",Rural,Sin Información,"2,003",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,9.517463,-75.229197,Accidente por MAP,"(9.517463, -75.229197)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Finca La Potosí,"1,993",5,Mayor de 18 años,no,Civil,Herido,Femenino,7.882098,-76.625111,Accidente por MAP,"(7.882098, -76.625111)",Sin Información
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sin Información,"2,006",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.72129628532,-75.1224120803,Accidente por MAP,"(9.72129628532, -75.1224120803)",Fuerza pública
VAUPES,97,MITÚ,"97,001",Rural,Isla Del Amor,"2,004",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.216944,-70.260278,Accidente por MAP,"(1.216944, -70.260278)",Fuerza pública
CASANARE,85,YOPAL,"85,001",Rural,Vereda La Ñiata,"2,001",11,Mayor de 18 años,no,Civil,Muerto,Masculino,5.353927,-72.42004,Accidente por MAP,"(5.353927, -72.42004)",Sin Información
CAUCA,19,EL TAMBO,"19,256",Rural,Sitio El Obelisco,"2,005",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.445556,-76.8175,Accidente por MAP,"(2.445556, -76.8175)",Fuerza pública
ANTIOQUIA,5,TURBO,"5,837",Rural,Corregimiento Nueva Antioquia,"2,007",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.018889,-76.468056,Accidente por MAP,"(8.018889, -76.468056)",Fuerza pública
